Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,CTSH,DBE,DBJP,DBND,DBO,DBVT,CTSH,DBE,DBJP,DBND,DBO,DBVT,CTSH,DBE,DBJP,DBND,DBO,DBVT,CTSH,DBE,DBJP,DBND,DBO,DBVT,CTSH,DBE,DBJP,DBND,DBO,DBVT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-19,0.1870439499616623,,,,,,0.19639646118433235,,,,,,0.17769233509495494,,,,,,0.1870439499616623,,,,,,61454400,,,,,
1998-06-22,0.1870439499616623,,,,,,0.18938275672352545,,,,,,0.18470603955576187,,,,,,0.18587499475871208,,,,,,6979200,,,,,
1998-06-23,0.1870439499616623,,,,,,0.18938275672352545,,,,,,0.1800302455008554,,,,,,0.1864594723601872,,,,,,9638400,,,,,
1998-06-24,0.1917206197977066,,,,,,0.1917206197977066,,,,,,0.18470600684476127,,,,,,0.18704391683662333,,,,,,1732800,,,,,
1998-06-25,0.2104247808456421,,,,,,0.21977729211299296,,,,,,0.19522750691406449,,,,,,0.19639646212259929,,,,,,18417600,,,,,
1998-06-26,0.22679105401039124,,,,,,0.23848146458570474,,,,,,0.20925586625781667,,,,,,0.21276271918572343,,,,,,10267200,,,,,
1998-06-29,0.23263667523860931,,,,,,0.24081933516068324,,,,,,0.22679101606180221,,,,,,0.22679101606180221,,,,,,4588800,,,,,
1998-06-30,0.22562211751937866,,,,,,0.23731252907628164,,,,,,0.22211526429701775,,,,,,0.23731252907628164,,,,,,4747200,,,,,
1998-07-01,0.22211523354053497,,,,,,0.2267910416490368,,,,,,0.22211523354053497,,,,,,0.22445313090556132,,,,,,16401600,,,,,
1998-07-02,0.2244531214237213,,,,,,0.22679103206843365,,,,,,0.22211522415745755,,,,,,0.2244531214237213,,,,,,3355200,,,,,
1998-07-06,0.22679105401039124,,,,,,0.22679105401039124,,,,,,0.22211524564703225,,,,,,0.22679105401039124,,,,,,2208000,,,,,
1998-07-07,0.22562211751937866,,,,,,0.22679107305298263,,,,,,0.22211526429701775,,,,,,0.22679107305298263,,,,,,3652800,,,,,
1998-07-08,0.22679105401039124,,,,,,0.22679105401039124,,,,,,0.22211524564703225,,,,,,0.22679105401039124,,,,,,1286400,,,,,
1998-07-09,0.26420021057128906,,,,,,0.2922568549466324,,,,,,0.22445315500274657,,,,,,0.22562211049998282,,,,,,14769600,,,,,
1998-07-10,0.26887592673301697,,,,,,0.27121381005041784,,,,,,0.26420010658443394,,,,,,0.26420010658443394,,,,,,1291200,,,,,
