Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,DVAL,DVDN,DVAL,DVDN,DVAL,DVDN,DVAL,DVDN,DVAL,DVDN
Date,,,,,,,,,,
2022-10-31,10.811184883117676,,10.85118527234973,,10.811184883117676,,10.834163415665383,,700,
2022-11-01,10.883525848388672,,10.883525848388672,,10.851184970904283,,10.862248528124322,,4600,
2022-11-02,10.783098220825195,,10.974590028126027,,10.663947672766154,,10.851184016388444,,178100,
2022-11-03,10.58394718170166,,10.63841598191301,,10.459690560951003,,10.502244387208,,346000,
2022-11-04,10.79671573638916,,10.834162682254258,,10.680970040699412,,10.723523867882825,,17100,
2022-11-07,10.905652046203613,,10.910758115269806,,10.812884892504579,,10.82139581926155,,5200,
2022-11-08,10.983099937438965,,11.038420152573703,,10.872460318816177,,11.038420152573703,,5700,
2022-11-09,10.761822700500488,,10.949058249637954,,10.761822700500488,,10.936292669078952,,3500,
2022-11-10,11.274168014526367,,11.285232383215412,,11.15757089862079,,11.166081826589785,,7200,
2022-11-11,11.406084060668945,,11.43842412342824,,11.31927438787637,,11.370338328356684,,16600,
2022-11-14,11.29203987121582,,11.446935343035397,,11.29203987121582,,11.412892444630293,,78700,
2022-11-15,11.34310531616211,,11.489489869392843,,11.321828807729348,,11.48097894136103,,36700,
2022-11-16,11.183953285217285,,11.242677546630736,,11.174591752279111,,11.242677546630736,,7100,
2022-11-17,11.165230751037598,,11.19161332799669,,11.012887906400962,,11.012887906400962,,7600,
2022-11-18,11.225656509399414,,11.251189292874969,,11.157570710091433,,11.191613609745424,,22700,
2022-11-21,11.229061126708984,,11.229061126708984,,11.157570470816005,,11.163527957836525,,24200,
2022-11-22,11.389062881469727,,11.404381902192927,,11.327785986930177,,11.327785986930177,,11900,
2022-11-23,11.419700622558594,,11.438423687920052,,11.3618277801159,,11.370337895440805,,13800,
2022-11-25,11.436722755432129,,11.43842477865941,,11.436722755432129,,11.43842477865941,,500,
2022-11-28,11.285231590270996,,11.331189461768915,,11.268209735529028,,11.310763560737238,,1600,
2022-11-29,11.345658302307129,,11.370338856305013,,11.276721086646434,,11.353317812570152,,8900,
2022-11-30,11.53544807434082,,11.53544807434082,,11.234168031231771,,11.293743717511385,,5800,
2022-12-01,11.494595527648926,,11.494595527648926,,11.446935631012119,,11.446935631012119,,2700,
2022-12-02,11.436722755432129,,11.455446634225718,,11.336296080201807,,11.336296080201807,,33500,
2022-12-05,11.248635292053223,,11.343104475926975,,11.242677805201605,,11.31927452852051,,5400,
2022-12-06,11.177145957946777,,11.179698586965863,,11.132038689986313,,11.174592517280946,,5000,
2022-12-07,11.196721076965332,,11.225657096779582,,11.191614195344304,,11.225657096779582,,10900,
2022-12-08,11.263103485107422,,11.28863545516339,,11.24267758440397,,11.28523140892838,,5700,
2022-12-09,11.180549621582031,,11.23416700384817,,11.180549621582031,,11.229911540099737,,900,
2022-12-12,11.336235046386719,,11.336235046386719,,11.128654309628311,,11.128654309628311,,12300,
2022-12-13,11.376598358154297,,11.570724814611218,,11.33046889992535,,11.561114358062923,,13300,
2022-12-14,11.304520606994629,,11.446752794635024,,11.301638203295106,,11.397740017196831,,4400,
2022-12-15,11.024863243103027,,11.051771787534134,,11.024863243103027,,11.051771787534134,,1400,
2022-12-16,10.946060180664062,,11.003721088935944,,10.840346987992927,,10.955669721040302,,139800,
2022-12-19,10.844192504882812,,10.878788685746441,,10.763465944359098,,10.878788685746441,,19400,
2022-12-20,10.874944686889648,,10.93548891888904,,10.849958047516362,,10.849958047516362,,14500,
2022-12-21,11.061383247375488,,11.080603245211345,,10.917229139340186,,10.917229139340186,,54600,
2022-12-22,10.911463737487793,,10.911463737487793,,10.734635352953324,,10.88839900620005,,14400,
2022-12-23,10.996994018554688,,10.996994018554688,,10.94798215457848,,10.94798215457848,,5500,
2022-12-27,11.013331413269043,,11.032551410293816,,11.013331413269043,,11.032551410293816,,4200,
2022-12-28,10.88743782043457,,10.963358229900109,,10.88743782043457,,10.963358229900109,,3400,
2022-12-29,11.03447437286377,,11.051772462052783,,10.99411063725005,,10.99411063725005,,28900,
2022-12-30,11.002760887145996,,11.002760887145996,,10.941255244576565,,10.96528047091454,,33300,
2023-01-03,11.021020889282227,,11.032552338565178,,10.974891426135704,,11.022942797496052,,16400,
2023-01-04,11.187276840209961,,11.234366796829699,,11.119044061300215,,11.119044061300215,,39300,
2023-01-05,11.145952224731445,,11.147875049285583,,11.090213225251494,,11.090213225251494,,50800,
2023-01-06,11.436182022094727,,11.46501339388163,,11.282418371912504,,11.282418371912504,,6400,
2023-01-09,11.397740364074707,,11.508258782355364,,11.397740364074707,,11.436181274106017,,1800,
2023-01-10,11.445792198181152,,11.445792198181152,,11.397740829553719,,11.405429378475414,,2200,
2023-01-11,11.565919876098633,,11.599555558356759,,11.487116146736225,,11.487116146736225,,128000,
2023-01-12,11.58033561706543,,11.589946073900789,,11.58033561706543,,11.589946073900789,,1000,
2023-01-13,11.645685195922852,,11.645685195922852,,11.541894827223022,,11.541894827223022,,3500,
2023-01-17,11.565919876098633,,11.666827839376612,,11.551505107418638,,11.666827839376612,,12900,
2023-01-18,11.386208534240723,,11.628387286967392,,11.386208534240723,,11.628387286967392,,9900,
2023-01-19,11.28818416595459,,11.340079348172376,,11.282417525428402,,11.340079348172376,,200,
2023-01-20,11.463090896606445,,11.463090896606445,,11.319898206869677,,11.319898206869677,,5700,
2023-01-23,11.613971710205078,,11.613971710205078,,11.455402832828408,,11.455402832828408,,1200,
2023-01-24,11.609166145324707,,11.62838705911837,,11.609166145324707,,11.618776602221539,,1500,
2023-01-25,11.694697380065918,,11.694697380065918,,11.59571223712415,,11.59571223712415,,10400,
2023-01-26,11.767735481262207,,11.767735481262207,,11.666828429384818,,11.705269341981488,,20400,
2023-01-27,11.815786361694336,,11.85903250113718,,11.80137067637885,,11.80137067637885,,300,
2023-01-30,11.72545051574707,,11.791761386501914,,11.724489103437504,,11.724489103437504,,6500,
2023-01-31,11.871525764465332,,11.871525764465332,,11.762930164282725,,11.762930164282725,,1500,
2023-02-01,11.904200553894043,,11.909966278120608,,11.743709773292835,,11.743709773292835,,3500,
2023-02-02,11.948407173156738,,11.95513430966387,,11.897473401460914,,11.897473401460914,,9200,
2023-02-03,11.884979248046875,,11.964744387823053,,11.868642571692082,,11.93591393463412,,3700,
2023-02-06,11.793683052062988,,11.801370684366894,,11.77254023022002,,11.801370684366894,,1800,
2023-02-07,11.880175590515137,,11.880175590515137,,11.70526912073007,,11.724489118413288,,18500,
2023-02-08,11.791760444641113,,11.859031805828627,,11.762929075700557,,11.859031805828627,,44200,
2023-02-09,11.686047554016113,,11.859992601777616,,11.686047554016113,,11.859992601777616,,12700,
2023-02-10,11.758124351501465,,11.758124351501465,,11.725450081740052,,11.725450081740052,,3500,
2023-02-13,11.874408721923828,,11.874408721923828,,11.753319347778444,,11.782150718505774,,12200,
2023-02-14,11.829240798950195,,11.878252663297516,,11.80137084022144,,11.878252663297516,,6600,
2023-02-15,11.84749984741211,,11.859032212082683,,11.753319022019687,,11.79176084859066,,23400,
2023-02-16,11.801370620727539,,11.878252442373691,,11.801370620727539,,11.81098107755921,,5600,
2023-02-17,11.795604705810547,,11.820591343266724,,11.743709522863655,,11.820591343266724,,9200,
2023-02-21,11.561115264892578,,11.782151200323034,,11.561115264892578,,11.782151200323034,,18700,
2023-02-22,11.551505088806152,,11.606282676107636,,11.493843264668273,,11.57072508584971,,18500,
2023-02-23,11.548622131347656,,11.628387275368226,,11.463091262983934,,11.628387275368226,,7500,
2023-02-24,11.499608993530273,,11.503453726143437,,11.406390495599972,,11.49384326936593,,4700,
2023-02-27,11.556309700012207,,11.613971525643601,,11.541894930982078,,11.609166297132349,,14400,
2023-02-28,11.532283782958984,,11.599555145078437,,11.532283782958984,,11.570724692242038,,9500,
2023-03-01,11.570725440979004,,11.59667349176335,,11.513063615071363,,11.59667349176335,,9300,
2023-03-02,11.58033561706543,,11.589946073900789,,11.474622424883693,,11.474622424883693,,11700,
2023-03-03,11.676437377929688,,11.686047834717327,,11.561114645988825,,11.561114645988825,,23000,
2023-03-06,11.624542236328125,,11.70526879053055,,11.60916605531458,,11.70526879053055,,5700,
2023-03-07,11.436182022094727,,11.666828413871707,,11.426572481336073,,11.666828413871707,,4700,
2023-03-08,11.397740364074707,,11.407350820708432,,11.340079457279536,,11.407350820708432,,3100,
2023-03-09,11.127693176269531,,11.301638220392764,,11.099823219439195,,11.301638220392764,,4400,
2023-03-10,10.946060180664062,,11.119043821983318,,10.946060180664062,,11.119043821983318,,3800,
2023-03-13,10.676972389221191,,10.830736942618483,,10.619311483637832,,10.830736942618483,,11500,
2023-03-14,10.791335105895996,,10.926839248257652,,10.734634693506692,,10.878787880444008,,30200,
2023-03-15,10.600091934204102,,10.600091934204102,,10.485730604068763,,10.571261477704123,,11000,
2023-03-16,10.754816055297852,,10.754816055297852,,10.455937813598123,,10.465548270418932,,10900,
2023-03-17,10.529936790466309,,10.67697330375287,,10.529936790466309,,10.667363763001589,,3200,
2023-03-20,10.686583518981934,,10.725024430627409,,10.542430329437309,,10.542430329437309,,8700,
2023-03-21,10.878787994384766,,10.89800890831298,,10.83073754257147,,10.888398451348873,,9700,
2023-03-22,10.638531684875488,,10.869178061161447,,10.638531684875488,,10.869178061161447,,5600,
2023-03-23,10.547235488891602,,10.715413903424539,,10.544352168498573,,10.686583449005123,,5000,
2023-03-24,10.585676193237305,,10.600090961913258,,10.407886408703838,,10.407886408703838,,10600,
2023-03-27,10.699077606201172,,10.733673786131222,,10.65775337294733,,10.65775337294733,,5000,
2023-03-28,10.739439964294434,,10.739439964294434,,10.686583367840601,,10.705804281643308,,4700,
2023-03-29,10.88359260559082,,10.887437338060577,,10.811516015455165,,10.811516015455165,,6900,
2023-03-30,10.912424087524414,,10.916268820356779,,10.898009318039929,,10.898009318039929,,6500,
2023-03-31,11.032551765441895,,11.032551765441895,,10.965280398934254,,10.983539900772561,,27400,
2023-04-03,11.109434127807617,,11.138264581544428,,11.022941850093586,,11.022941850093586,,11100,
2023-04-04,10.946060180664062,,10.989306320119779,,10.908579765434089,,10.989306320119779,,1300,
2023-04-05,10.965280532836914,,10.965280532836914,,10.888398708316872,,10.926839620576892,,73300,
2023-04-06,10.955669403076172,,10.994110312976302,,10.955669403076172,,10.994110312976302,,8100,
2023-04-10,11.047928810119629,,11.051772626329075,,10.92683943448579,,10.92683943448579,,5700,
2023-04-11,11.143070220947266,,11.167095447196882,,11.061383168593483,,11.061383168593483,,3800,
2023-04-12,11.092134475708008,,11.147874388387034,,11.092134475708008,,11.138263932200507,,11600,
2023-04-13,11.16421127319336,,11.17670504977055,,11.099823231845503,,11.119043228074984,,3500,
2023-04-14,11.128654479980469,,11.128654479980469,,11.090213568269974,,11.112316886290191,,4600,
2023-04-17,11.197848320007324,,11.197848320007324,,11.14787504469954,,11.14787504469954,,1600,
2023-04-18,11.234366416931152,,11.234366416931152,,11.178627417419696,,11.22475687667304,,9400,
2023-04-19,11.243977546691895,,11.272808002199056,,11.195926176510852,,11.21514709118473,,16800,
2023-04-20,11.18919849395752,,11.21514654420099,,11.167095176363503,,11.21514654420099,,7000,
2023-04-21,11.04216194152832,,11.156524178184792,,10.648142376575288,,11.156524178184792,,172500,
2023-04-24,11.171900749206543,,11.183433114503206,,11.119044151305475,,11.119044151305475,,10600,
2023-04-25,10.979696273803711,,11.070993784568957,,10.974891045184103,,11.070993784568957,,46300,
2023-04-26,10.864374160766602,,10.93645076119531,,10.830738475000118,,10.898009846533085,,6500,
2023-04-27,10.980656623840332,,10.980656623840332,,10.89800907558984,,10.917229073309448,,4600,
2023-04-28,11.080602645874023,,11.090213102523954,,10.917228548839587,,10.917228548839587,,8400,
2023-05-01,11.090213775634766,,11.147875602530485,,11.090213775634766,,11.133459916680644,,18300,
2023-05-02,10.85956859588623,,10.917229507843743,,10.753855396458004,,10.917229507843743,,5700,
2023-05-03,10.753854751586914,,10.878787942007948,,10.753854751586914,,10.87590553813549,,4600,
2023-05-04,10.631805419921875,,10.640454464984456,,10.609702101094461,,10.609702101094461,,1100,
2023-05-05,10.881671905517578,,10.881671905517578,,10.811517215577561,,10.811517215577561,,1300,
2023-05-08,10.88359260559082,,10.898008290219378,,10.86917783746583,,10.874943561415112,,7900,
2023-05-09,10.85956859588623,,10.89800950935913,,10.85956859588623,,10.869179053380373,,6500,
2023-05-10,10.82785415649414,,10.907619299105818,,10.82785415649414,,10.907619299105818,,5700,
2023-05-11,10.786529541015625,,10.786529541015625,,10.734634358676738,,10.773075268427897,,9100,
2023-05-12,10.76346492767334,,10.782685841007519,,10.715413560841487,,10.773075384340428,,12000,
2023-05-15,10.85956859588623,,10.85956859588623,,10.801906767425045,,10.81151722491919,,11900,
2023-05-16,10.720219612121582,,10.782686668749404,,10.71541438341916,,10.782686668749404,,44700,
2023-05-17,10.902813911437988,,10.921073412690928,,10.792295491642369,,10.801905948407832,,12900,
2023-05-18,10.965280532836914,,10.970085761432372,,10.840347338865936,,10.8739830225305,,10100,
2023-05-19,10.926839828491211,,11.01333211184793,,10.880710366299985,,10.994111197100366,,16600,
2023-05-22,10.926839828491211,,10.96528074148268,,10.854763231195165,,10.898009372873524,,5100,
2023-05-23,10.878787994384766,,10.974890731018599,,10.86917845392428,,10.86917845392428,,14300,
2023-05-24,10.771154403686523,,10.792296310370093,,10.771154403686523,,10.792296310370093,,1200,
2023-05-25,10.725025177001953,,10.744246092414123,,10.686584262681302,,10.686584262681302,,4600,
2023-05-26,10.74232292175293,,10.74232292175293,,10.72502391661419,,10.72502391661419,,1100,
2023-05-30,10.719259262084961,,10.725024986704094,,10.667364074498062,,10.696194530601078,,12700,
2023-05-31,10.559728622436523,,10.628922814634247,,10.532820075416401,,10.619312357411735,,17700,
2023-06-01,10.600091934204102,,10.62700048247124,,10.532820563536255,,10.532820563536255,,10300,
2023-06-02,10.898009300231934,,10.908580253370436,,10.801906560142012,,10.801906560142012,,3300,
2023-06-05,10.849957466125488,,10.884554561058552,,10.244512429063128,,10.859567923024164,,196000,
2023-06-06,10.917228698730469,,10.917228698730469,,10.801905966858735,,10.801905966858735,,8800,
2023-06-07,11.061383247375488,,11.070993704545236,,11.032551875866243,,11.044084241169214,,4900,
2023-06-08,11.06234359741211,,11.06234359741211,,11.01333173289809,,11.022942189941192,,8800,
2023-06-09,11.003721237182617,,11.00660455758614,,11.003721237182617,,11.00660455758614,,2200,
2023-06-12,11.022941589355469,,11.022941589355469,,10.984500679781142,,11.013331132835992,,3500,
2023-06-13,11.128654479980469,,11.150757798000688,,11.128654479980469,,11.138264937034,,3300,
2023-06-14,11.061383247375488,,11.186316441071295,,11.053694698338962,,11.186316441071295,,35400,
2023-06-15,11.19592571258545,,11.20553616952416,,10.994110699390605,,10.994110699390605,,2300,
2023-06-16,11.19592571258545,,11.19592571258545,,11.176705715211645,,11.19592571258545,,2700,
2023-06-20,11.088292121887207,,11.186316771607084,,11.070032619326605,,11.186316771607084,,5000,
2023-06-21,11.103668212890625,,11.138265309538214,,11.022942570549912,,11.022942570549912,,5400,
2023-06-22,11.063304901123047,,11.063304901123047,,11.051772536085249,,11.051772536085249,,3600,
2023-06-23,10.984501838684082,,11.022942752314059,,10.97489138115067,,11.022942752314059,,2000,
2023-06-26,11.032551765441895,,11.070993593736125,,10.946060401290769,,10.946060401290769,,22300,
2023-06-27,11.138264656066895,,11.147875112878,,11.00372101022226,,11.00372101022226,,10800,
2023-06-28,11.128654479980469,,11.128654479980469,,11.090213568269974,,11.090213568269974,,1100,
2023-06-29,11.243977546691895,,11.243977546691895,,11.099824352652426,,11.099824352652426,,1000,
2023-06-30,11.32758617401123,,11.330469494427721,,11.26896385239649,,11.282418125668608,,78100,
2023-07-03,11.30163860321045,,11.340079513432107,,11.263197692988792,,11.263197692988792,,1900,
2023-07-05,11.292028427124023,,11.311249340964268,,11.2824179702039,,11.292028427124023,,10700,
2023-07-06,11.18919849395752,,11.18919849395752,,11.119043808526017,,11.119043808526017,,5100,
2023-07-07,11.222835540771484,,11.28241835942377,,11.205536534417762,,11.205536534417762,,4900,
2023-07-10,11.282418251037598,,11.308366302067084,,11.265120161353698,,11.301639165356276,,9100,
2023-07-11,11.4265718460083,,11.431377074372277,,11.28241774459983,,11.28241774459983,,3800,
2023-07-12,11.441947937011719,,11.500570256186073,,11.436181296418797,,11.465012666376223,,585800,
2023-07-13,11.513063430786133,,11.513063430786133,,11.45540252230508,,11.45540252230508,,15200,
2023-07-14,11.416961669921875,,11.493843492628127,,11.397740755993501,,11.48423303566394,,18100,
2023-07-17,11.482311248779297,,11.49672693437775,,11.368910421614972,,11.368910421614972,,13500,
2023-07-18,11.609166145324707,,11.613971373773124,,11.586101415373758,,11.599555688427875,,13500,
2023-07-19,11.637996673583984,,11.647607130541983,,11.618776676171604,,11.618776676171604,,11200,
2023-07-20,11.666828155517578,,11.676437696063433,,11.657217698468093,,11.666828155517578,,4600,
2023-07-21,11.618776321411133,,11.639919142772445,,11.618776321411133,,11.618776321411133,,2600,
2023-07-24,11.657217979431152,,11.676437977489734,,11.599556152248107,,11.599556152248107,,12300,
2023-07-25,11.695658683776855,,11.714878681493168,,11.686048226666882,,11.70526914088683,,20400,
2023-07-26,11.724488258361816,,11.743709171138711,,11.695657805700037,,11.705268262088486,,364400,
2023-07-27,11.6793212890625,,11.762930251036375,,11.666828427809502,,11.724489338444897,,6000,
2023-07-28,11.722566604614258,,11.727371832912693,,11.695658059345885,,11.725449924894036,,15000,
2023-07-31,11.734099388122559,,11.734099388122559,,11.705268933806318,,11.705268933806318,,6000,
2023-08-01,11.717761993408203,,11.721605809647945,,11.71007436092872,,11.721605809647945,,1100,
