Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2016-10-21,,,,,8.880000114440918,,,,,,,,,,,8.90999984741211,,,,,,,,,,,8.5,,,,,,,,,,,8.550000190734863,,,,,,,,,,,19600,,,,,,,
2016-10-24,,,,,9.109999656677246,,,,,,,,,,,9.206999778747559,,,,,,,,,,,8.630000114440918,,,,,,,,,,,8.850000381469727,,,,,,,,,,,70200,,,,,,,
2016-10-25,,,,,9.300000190734863,,,,,,,,,,,9.399999618530273,,,,,,,,,,,9.050000190734863,,,,,,,,,,,9.236000061035156,,,,,,,,,,,24100,,,,,,,
2016-10-26,,,,,9.020000457763672,,,,,,,,,,,9.399999618530273,,,,,,,,,,,8.737000465393066,,,,,,,,,,,9.399999618530273,,,,,,,,,,,45700,,,,,,,
2016-10-27,,,,,8.989999771118164,,,,,,,,,,,9.289999961853027,,,,,,,,,,,8.654000282287598,,,,,,,,,,,9.289999961853027,,,,,,,,,,,71900,,,,,,,
2016-10-28,,,,,9.09000015258789,,,,,,,,,,,9.25,,,,,,,,,,,8.800000190734863,,,,,,,,,,,8.979999542236328,,,,,,,,,,,66300,,,,,,,
2016-10-31,,,,,9.0,,,,,,,,,,,9.38599967956543,,,,,,,,,,,9.0,,,,,,,,,,,9.38599967956543,,,,,,,,,,,17300,,,,,,,
2016-11-01,,,,,9.029999732971191,,,,,,,,,,,9.300000190734863,,,,,,,,,,,8.850000381469727,,,,,,,,,,,9.300000190734863,,,,,,,,,,,72600,,,,,,,
2016-11-02,,,,,9.020000457763672,,,,,,,,,,,9.15999984741211,,,,,,,,,,,8.666000366210938,,,,,,,,,,,8.789999961853027,,,,,,,,,,,57900,,,,,,,
2016-11-03,,,,,8.930000305175781,,,,,,,,,,,8.99899959564209,,,,,,,,,,,8.67300033569336,,,,,,,,,,,8.99899959564209,,,,,,,,,,,10000,,,,,,,
2016-11-04,,,,,8.739999771118164,,,,,,,,,,,8.819999694824219,,,,,,,,,,,8.600000381469727,,,,,,,,,,,8.692000389099121,,,,,,,,,,,10100,,,,,,,
2016-11-07,,,,,8.699999809265137,,,,,,,,,,,8.800000190734863,,,,,,,,,,,8.600000381469727,,,,,,,,,,,8.720000267028809,,,,,,,,,,,37300,,,,,,,
2016-11-08,,,,,8.649999618530273,,,,,,,,,,,8.937000274658203,,,,,,,,,,,8.010000228881836,,,,,,,,,,,8.699999809265137,,,,,,,,,,,61800,,,,,,,
2016-11-09,,,,,8.600000381469727,,,,,,,,,,,8.649999618530273,,,,,,,,,,,8.060999870300293,,,,,,,,,,,8.649999618530273,,,,,,,,,,,31500,,,,,,,
2016-11-10,,,,,8.850000381469727,,,,,,,,,,,9.15999984741211,,,,,,,,,,,8.625,,,,,,,,,,,8.649999618530273,,,,,,,,,,,20600,,,,,,,
2016-11-11,,,,,8.649999618530273,,,,,,,,,,,9.100000381469727,,,,,,,,,,,8.508000373840332,,,,,,,,,,,8.822999954223633,,,,,,,,,,,61600,,,,,,,
2016-11-14,,,,,8.65999984741211,,,,,,,,,,,9.069999694824219,,,,,,,,,,,8.649999618530273,,,,,,,,,,,8.649999618530273,,,,,,,,,,,19400,,,,,,,
2016-11-15,,,,,8.510000228881836,,,,,,,,,,,9.0,,,,,,,,,,,8.5,,,,,,,,,,,8.770000457763672,,,,,,,,,,,10600,,,,,,,
2016-11-16,,,,,8.680000305175781,,,,,,,,,,,8.829000473022461,,,,,,,,,,,8.149999618530273,,,,,,,,,,,8.5,,,,,,,,,,,29600,,,,,,,
2016-11-17,,,,,8.5,,,,,,,,,,,8.899999618530273,,,,,,,,,,,8.5,,,,,,,,,,,8.899999618530273,,,,,,,,,,,26300,,,,,,,
2016-11-18,,,,,8.5,,,,,,,,,,,8.696000099182129,,,,,,,,,,,8.399999618530273,,,,,,,,,,,8.696000099182129,,,,,,,,,,,15400,,,,,,,
2016-11-21,,,,,8.890000343322754,,,,,,,,,,,8.890000343322754,,,,,,,,,,,8.107999801635742,,,,,,,,,,,8.607000350952148,,,,,,,,,,,64500,,,,,,,
2016-11-22,,,,,9.479999542236328,,,,,,,,,,,9.5,,,,,,,,,,,8.680000305175781,,,,,,,,,,,8.899999618530273,,,,,,,,,,,70500,,,,,,,
2016-11-23,,,,,9.25,,,,,,,,,,,9.329999923706055,,,,,,,,,,,9.168999671936035,,,,,,,,,,,9.168999671936035,,,,,,,,,,,14100,,,,,,,
2016-11-25,,,,,9.260000228881836,,,,,,,,,,,9.435999870300293,,,,,,,,,,,8.899999618530273,,,,,,,,,,,8.899999618530273,,,,,,,,,,,8000,,,,,,,
2016-11-28,,,,,9.319999694824219,,,,,,,,,,,9.329999923706055,,,,,,,,,,,9.100000381469727,,,,,,,,,,,9.149999618530273,,,,,,,,,,,12200,,,,,,,
2016-11-29,,,,,9.9399995803833,,,,,,,,,,,10.760000228881836,,,,,,,,,,,9.21500015258789,,,,,,,,,,,9.25,,,,,,,,,,,132800,,,,,,,
2016-11-30,,,,,9.970000267028809,,,,,,,,,,,10.100000381469727,,,,,,,,,,,9.649999618530273,,,,,,,,,,,9.779999732971191,,,,,,,,,,,30000,,,,,,,
2016-12-01,,,,,10.0,,,,,,,,,,,10.0,,,,,,,,,,,8.902999877929688,,,,,,,,,,,9.449999809265137,,,,,,,,,,,67800,,,,,,,
2016-12-02,,,,,9.880000114440918,,,,,,,,,,,10.050000190734863,,,,,,,,,,,9.5,,,,,,,,,,,10.0,,,,,,,,,,,23000,,,,,,,
2016-12-05,,,,,10.170000076293945,,,,,,,,,,,10.489999771118164,,,,,,,,,,,9.58899974822998,,,,,,,,,,,9.862000465393066,,,,,,,,,,,58900,,,,,,,
2016-12-06,,,,,9.399999618530273,,,,,,,,,,,10.260000228881836,,,,,,,,,,,9.067999839782715,,,,,,,,,,,10.220000267028809,,,,,,,,,,,43000,,,,,,,
2016-12-07,,,,,9.90999984741211,,,,,,,,,,,9.989999771118164,,,,,,,,,,,9.319999694824219,,,,,,,,,,,9.319999694824219,,,,,,,,,,,31800,,,,,,,
2016-12-08,,,,,9.949999809265137,,,,,,,,,,,9.970000267028809,,,,,,,,,,,9.484999656677246,,,,,,,,,,,9.789999961853027,,,,,,,,,,,20000,,,,,,,
2016-12-09,,,,,10.0,,,,,,,,,,,10.0600004196167,,,,,,,,,,,9.553999900817871,,,,,,,,,,,9.75,,,,,,,,,,,36200,,,,,,,
2016-12-12,,,,,9.5,,,,,,,,,,,10.0,,,,,,,,,,,9.5,,,,,,,,,,,10.0,,,,,,,,,,,18800,,,,,,,
2016-12-13,,,,,8.869999885559082,,,,,,,,,,,9.770000457763672,,,,,,,,,,,8.869999885559082,,,,,,,,,,,9.539999961853027,,,,,,,,,,,39800,,,,,,,
2016-12-14,,,,,9.359999656677246,,,,,,,,,,,9.449999809265137,,,,,,,,,,,8.699999809265137,,,,,,,,,,,9.199999809265137,,,,,,,,,,,32900,,,,,,,
2016-12-15,,,,,9.899999618530273,,,,,,,,,,,10.079999923706055,,,,,,,,,,,9.210000038146973,,,,,,,,,,,9.394000053405762,,,,,,,,,,,61600,,,,,,,
2016-12-16,,,,,9.9399995803833,,,,,,,,,,,10.5,,,,,,,,,,,9.670000076293945,,,,,,,,,,,9.670000076293945,,,,,,,,,,,507300,,,,,,,
2016-12-19,,,,,10.479999542236328,,,,,,,,,,,10.649999618530273,,,,,,,,,,,9.640000343322754,,,,,,,,,,,9.772000312805176,,,,,,,,,,,65300,,,,,,,
2016-12-20,,,,,10.819999694824219,,,,,,,,,,,10.843999862670898,,,,,,,,,,,10.0,,,,,,,,,,,10.399999618530273,,,,,,,,,,,68700,,,,,,,
2016-12-21,,,,,11.229999542236328,,,,,,,,,,,11.390000343322754,,,,,,,,,,,10.5,,,,,,,,,,,10.550000190734863,,,,,,,,,,,72800,,,,,,,
2016-12-22,,,,,11.789999961853027,,,,,,,,,,,12.149999618530273,,,,,,,,,,,11.083999633789062,,,,,,,,,,,11.369999885559082,,,,,,,,,,,73800,,,,,,,
2016-12-23,,,,,10.350000381469727,,,,,,,,,,,11.869999885559082,,,,,,,,,,,9.819999694824219,,,,,,,,,,,11.600000381469727,,,,,,,,,,,100900,,,,,,,
2016-12-27,,,,,10.079999923706055,,,,,,,,,,,10.309000015258789,,,,,,,,,,,9.430000305175781,,,,,,,,,,,10.010000228881836,,,,,,,,,,,56600,,,,,,,
2016-12-28,,,,,9.859999656677246,,,,,,,,,,,10.1899995803833,,,,,,,,,,,9.600000381469727,,,,,,,,,,,10.010000228881836,,,,,,,,,,,17300,,,,,,,
2016-12-29,,,,,10.1899995803833,,,,,,,,,,,10.600000381469727,,,,,,,,,,,9.829999923706055,,,,,,,,,,,10.600000381469727,,,,,,,,,,,24100,,,,,,,
2016-12-30,,,,,11.569999694824219,,,,,,,,,,,11.760000228881836,,,,,,,,,,,10.0,,,,,,,,,,,10.239999771118164,,,,,,,,,,,41500,,,,,,,
2017-01-03,,,,,11.149999618530273,,,,,,,,,,,11.805999755859375,,,,,,,,,,,10.60099983215332,,,,,,,,,,,11.550000190734863,,,,,,,,,,,59500,,,,,,,
2017-01-04,,,,,11.529999732971191,,,,,,,,,,,11.600000381469727,,,,,,,,,,,10.887999534606934,,,,,,,,,,,11.09000015258789,,,,,,,,,,,55600,,,,,,,
2017-01-05,,,,,11.5,,,,,,,,,,,11.569999694824219,,,,,,,,,,,11.029999732971191,,,,,,,,,,,11.449999809265137,,,,,,,,,,,44900,,,,,,,
2017-01-06,,,,,13.039999961853027,,,,,,,,,,,13.15999984741211,,,,,,,,,,,11.199999809265137,,,,,,,,,,,11.520000457763672,,,,,,,,,,,112700,,,,,,,
2017-01-09,,,,,13.5,,,,,,,,,,,13.899999618530273,,,,,,,,,,,11.503999710083008,,,,,,,,,,,13.0,,,,,,,,,,,74100,,,,,,,
2017-01-10,,,,,12.930000305175781,,,,,,,,,,,13.5600004196167,,,,,,,,,,,12.59000015258789,,,,,,,,,,,13.5600004196167,,,,,,,,,,,61800,,,,,,,
2017-01-11,,,,,13.369999885559082,,,,,,,,,,,13.5,,,,,,,,,,,12.390000343322754,,,,,,,,,,,12.390000343322754,,,,,,,,,,,44700,,,,,,,
2017-01-12,,,,,13.140000343322754,,,,,,,,,,,13.5,,,,,,,,,,,12.6899995803833,,,,,,,,,,,13.380000114440918,,,,,,,,,,,46100,,,,,,,
2017-01-13,,,,,13.670000076293945,,,,,,,,,,,13.899999618530273,,,,,,,,,,,12.954999923706055,,,,,,,,,,,13.25,,,,,,,,,,,86300,,,,,,,
2017-01-17,,,,,13.229999542236328,,,,,,,,,,,13.600000381469727,,,,,,,,,,,12.630000114440918,,,,,,,,,,,13.149999618530273,,,,,,,,,,,83100,,,,,,,
2017-01-18,,,,,13.300000190734863,,,,,,,,,,,13.444000244140625,,,,,,,,,,,13.010000228881836,,,,,,,,,,,13.229999542236328,,,,,,,,,,,82500,,,,,,,
2017-01-19,,,,,13.270000457763672,,,,,,,,,,,13.479999542236328,,,,,,,,,,,13.010000228881836,,,,,,,,,,,13.010000228881836,,,,,,,,,,,23100,,,,,,,
2017-01-20,,,,,13.229999542236328,,,,,,,,,,,13.5,,,,,,,,,,,13.050000190734863,,,,,,,,,,,13.050000190734863,,,,,,,,,,,31200,,,,,,,
2017-01-23,,,,,13.350000381469727,,,,,,,,,,,13.407999992370605,,,,,,,,,,,13.180000305175781,,,,,,,,,,,13.180000305175781,,,,,,,,,,,6300,,,,,,,
2017-01-24,,,,,13.229999542236328,,,,,,,,,,,13.380000114440918,,,,,,,,,,,12.961000442504883,,,,,,,,,,,13.1899995803833,,,,,,,,,,,50600,,,,,,,
2017-01-25,,,,,12.90999984741211,,,,,,,,,,,13.430000305175781,,,,,,,,,,,11.618000030517578,,,,,,,,,,,13.270000457763672,,,,,,,,,,,49900,,,,,,,
2017-01-26,,,,,13.0,,,,,,,,,,,13.307999610900879,,,,,,,,,,,12.53600025177002,,,,,,,,,,,12.8100004196167,,,,,,,,,,,36700,,,,,,,
2017-01-27,,,,,13.0,,,,,,,,,,,13.0,,,,,,,,,,,12.791999816894531,,,,,,,,,,,13.0,,,,,,,,,,,37300,,,,,,,
2017-01-30,,,,,12.710000038146973,,,,,,,,,,,13.01200008392334,,,,,,,,,,,12.539999961853027,,,,,,,,,,,12.920000076293945,,,,,,,,,,,47900,,,,,,,
2017-01-31,,,,,13.069999694824219,,,,,,,,,,,13.34000015258789,,,,,,,,,,,12.01099967956543,,,,,,,,,,,12.01099967956543,,,,,,,,,,,67600,,,,,,,
2017-02-01,,,,,12.899999618530273,,,,,,,,,,,13.345000267028809,,,,,,,,,,,12.699999809265137,,,,,,,,,,,13.050000190734863,,,,,,,,,,,58400,,,,,,,
2017-02-02,,,,,12.1899995803833,,,,,,,,,,,12.890000343322754,,,,,,,,,,,12.0,,,,,,,,,,,12.890000343322754,,,,,,,,,,,20300,,,,,,,
2017-02-03,,,,,11.989999771118164,,,,,,,,,,,12.170000076293945,,,,,,,,,,,10.600000381469727,,,,,,,,,,,12.0,,,,,,,,,,,93900,,,,,,,
2017-02-06,,,,,12.130000114440918,,,,,,,,,,,12.145000457763672,,,,,,,,,,,11.5600004196167,,,,,,,,,,,11.850000381469727,,,,,,,,,,,52900,,,,,,,
2017-02-07,,,,,11.989999771118164,,,,,,,,,,,12.119999885559082,,,,,,,,,,,11.364999771118164,,,,,,,,,,,12.0,,,,,,,,,,,25400,,,,,,,
2017-02-08,,,,,11.869999885559082,,,,,,,,,,,11.960000038146973,,,,,,,,,,,11.71500015258789,,,,,,,,,,,11.960000038146973,,,,,,,,,,,5500,,,,,,,
2017-02-09,,,,,11.859999656677246,,,,,,,,,,,11.920000076293945,,,,,,,,,,,11.550000190734863,,,,,,,,,,,11.880000114440918,,,,,,,,,,,30500,,,,,,,
2017-02-10,,,,,11.819999694824219,,,,,,,,,,,11.899999618530273,,,,,,,,,,,11.758000373840332,,,,,,,,,,,11.760000228881836,,,,,,,,,,,26000,,,,,,,
2017-02-13,,,,,11.710000038146973,,,,,,,,,,,11.8100004196167,,,,,,,,,,,11.621000289916992,,,,,,,,,,,11.8100004196167,,,,,,,,,,,8800,,,,,,,
2017-02-14,,,,,11.789999961853027,,,,,,,,,,,11.800000190734863,,,,,,,,,,,11.619999885559082,,,,,,,,,,,11.619999885559082,,,,,,,,,,,11600,,,,,,,
2017-02-15,,,,,11.5600004196167,,,,,,,,,,,11.640000343322754,,,,,,,,,,,11.350000381469727,,,,,,,,,,,11.5,,,,,,,,,,,36300,,,,,,,
2017-02-16,,,,,11.350000381469727,,,,,,,,,,,11.5,,,,,,,,,,,11.079999923706055,,,,,,,,,,,11.449999809265137,,,,,,,,,,,20600,,,,,,,
2017-02-17,,,,,11.34000015258789,,,,,,,,,,,11.380000114440918,,,,,,,,,,,11.20300006866455,,,,,,,,,,,11.380000114440918,,,,,,,,,,,19400,,,,,,,
2017-02-21,,,,,11.130000114440918,,,,,,,,,,,11.300000190734863,,,,,,,,,,,11.010000228881836,,,,,,,,,,,11.300000190734863,,,,,,,,,,,14900,,,,,,,
2017-02-22,,,,,10.5,,,,,,,,,,,11.15999984741211,,,,,,,,,,,9.54699993133545,,,,,,,,,,,11.079999923706055,,,,,,,,,,,99100,,,,,,,
2017-02-23,,,,,11.180000305175781,,,,,,,,,,,11.239999771118164,,,,,,,,,,,10.470000267028809,,,,,,,,,,,10.470000267028809,,,,,,,,,,,121600,,,,,,,
2017-02-24,,,,,11.229999542236328,,,,,,,,,,,11.300000190734863,,,,,,,,,,,11.0,,,,,,,,,,,11.180000305175781,,,,,,,,,,,53600,,,,,,,
2017-02-27,,,,,11.460000038146973,,,,,,,,,,,11.470000267028809,,,,,,,,,,,11.109999656677246,,,,,,,,,,,11.199999809265137,,,,,,,,,,,58500,,,,,,,
2017-02-28,,,,,11.350000381469727,,,,,,,,,,,11.470000267028809,,,,,,,,,,,11.140000343322754,,,,,,,,,,,11.470000267028809,,,,,,,,,,,43900,,,,,,,
2017-03-01,,,,,11.210000038146973,,,,,,,,,,,11.380000114440918,,,,,,,,,,,11.119999885559082,,,,,,,,,,,11.210000038146973,,,,,,,,,,,46800,,,,,,,
2017-03-02,,,,,10.960000038146973,,,,,,,,,,,11.550000190734863,,,,,,,,,,,10.930000305175781,,,,,,,,,,,11.140000343322754,,,,,,,,,,,35700,,,,,,,
2017-03-03,,,,,10.760000228881836,,,,,,,,,,,11.28499984741211,,,,,,,,,,,10.539999961853027,,,,,,,,,,,11.100000381469727,,,,,,,,,,,17800,,,,,,,
2017-03-06,,,,,10.449999809265137,,,,,,,,,,,10.75,,,,,,,,,,,10.40999984741211,,,,,,,,,,,10.75,,,,,,,,,,,5700,,,,,,,
2017-03-07,,,,,10.520000457763672,,,,,,,,,,,10.633999824523926,,,,,,,,,,,10.210000038146973,,,,,,,,,,,10.40999984741211,,,,,,,,,,,12700,,,,,,,
2017-03-08,,,,,10.720000267028809,,,,,,,,,,,10.770000457763672,,,,,,,,,,,10.53499984741211,,,,,,,,,,,10.539999961853027,,,,,,,,,,,21700,,,,,,,
2017-03-09,,,,,10.90999984741211,,,,,,,,,,,11.0,,,,,,,,,,,10.699999809265137,,,,,,,,,,,10.762999534606934,,,,,,,,,,,43300,,,,,,,
2017-03-10,,,,,11.050000190734863,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.800000190734863,,,,,,,,,,,10.989999771118164,,,,,,,,,,,25200,,,,,,,
2017-03-13,,,,,11.4399995803833,,,,,,,,,,,11.5,,,,,,,,,,,10.989999771118164,,,,,,,,,,,11.0,,,,,,,,,,,31800,,,,,,,
2017-03-14,,,,,11.140000343322754,,,,,,,,,,,11.550000190734863,,,,,,,,,,,10.529999732971191,,,,,,,,,,,11.550000190734863,,,,,,,,,,,29100,,,,,,,
2017-03-15,,,,,11.369999885559082,,,,,,,,,,,11.529999732971191,,,,,,,,,,,10.380999565124512,,,,,,,,,,,10.380999565124512,,,,,,,,,,,18800,,,,,,,
2017-03-16,,,,,11.729999542236328,,,,,,,,,,,11.800000190734863,,,,,,,,,,,11.359999656677246,,,,,,,,,,,11.420000076293945,,,,,,,,,,,41000,,,,,,,
2017-03-17,,,,,11.149999618530273,,,,,,,,,,,11.555000305175781,,,,,,,,,,,11.039999961853027,,,,,,,,,,,11.430000305175781,,,,,,,,,,,35400,,,,,,,
2017-03-20,,,,,11.289999961853027,,,,,,,,,,,11.34000015258789,,,,,,,,,,,11.010000228881836,,,,,,,,,,,11.149999618530273,,,,,,,,,,,30500,,,,,,,
2017-03-21,,,,,11.289999961853027,,,,,,,,,,,11.390000343322754,,,,,,,,,,,11.149999618530273,,,,,,,,,,,11.359999656677246,,,,,,,,,,,19000,,,,,,,
2017-03-22,,,,,10.680000305175781,,,,,,,,,,,11.180000305175781,,,,,,,,,,,10.609999656677246,,,,,,,,,,,11.180000305175781,,,,,,,,,,,74100,,,,,,,
2017-03-23,,,,,10.989999771118164,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.710000038146973,,,,,,,,,,,10.789999961853027,,,,,,,,,,,10900,,,,,,,
2017-03-24,,,,,11.0,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.9399995803833,,,,,,,,,,,11.079999923706055,,,,,,,,,,,15200,,,,,,,
2017-03-27,,,,,11.039999961853027,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.90999984741211,,,,,,,,,,,10.90999984741211,,,,,,,,,,,9200,,,,,,,
2017-03-28,,,,,11.09000015258789,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.989999771118164,,,,,,,,,,,11.100000381469727,,,,,,,,,,,43300,,,,,,,
2017-03-29,,,,,10.899999618530273,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.779999732971191,,,,,,,,,,,11.100000381469727,,,,,,,,,,,14300,,,,,,,
2017-03-30,,,,,10.920000076293945,,,,,,,,,,,11.09000015258789,,,,,,,,,,,10.720000267028809,,,,,,,,,,,10.770000457763672,,,,,,,,,,,10200,,,,,,,
2017-03-31,,,,,10.920000076293945,,,,,,,,,,,11.050000190734863,,,,,,,,,,,10.729999542236328,,,,,,,,,,,10.97700023651123,,,,,,,,,,,12300,,,,,,,
2017-04-03,,,,,10.9399995803833,,,,,,,,,,,11.083000183105469,,,,,,,,,,,10.819999694824219,,,,,,,,,,,11.003999710083008,,,,,,,,,,,14500,,,,,,,
2017-04-04,,,,,11.010000228881836,,,,,,,,,,,11.0600004196167,,,,,,,,,,,10.899999618530273,,,,,,,,,,,10.899999618530273,,,,,,,,,,,13400,,,,,,,
2017-04-05,,,,,10.949999809265137,,,,,,,,,,,11.079999923706055,,,,,,,,,,,10.850000381469727,,,,,,,,,,,10.869999885559082,,,,,,,,,,,8900,,,,,,,
2017-04-06,,,,,11.069999694824219,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.800000190734863,,,,,,,,,,,10.819999694824219,,,,,,,,,,,20400,,,,,,,
2017-04-07,,,,,11.039999961853027,,,,,,,,,,,11.069999694824219,,,,,,,,,,,10.970000267028809,,,,,,,,,,,11.036999702453613,,,,,,,,,,,6000,,,,,,,
2017-04-10,,,,,11.039999961853027,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.930000305175781,,,,,,,,,,,11.069999694824219,,,,,,,,,,,22700,,,,,,,
2017-04-11,,,,,11.069999694824219,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.930000305175781,,,,,,,,,,,11.0,,,,,,,,,,,14200,,,,,,,
2017-04-12,,,,,11.020000457763672,,,,,,,,,,,11.100000381469727,,,,,,,,,,,10.9399995803833,,,,,,,,,,,11.039999961853027,,,,,,,,,,,17700,,,,,,,
2017-04-13,,,,,10.850000381469727,,,,,,,,,,,11.079999923706055,,,,,,,,,,,10.850000381469727,,,,,,,,,,,11.050000190734863,,,,,,,,,,,55500,,,,,,,
2017-04-17,,,,,10.75,,,,,,,,,,,10.899999618530273,,,,,,,,,,,10.619999885559082,,,,,,,,,,,10.899999618530273,,,,,,,,,,,14600,,,,,,,
2017-04-18,,,,,10.600000381469727,,,,,,,,,,,10.720000267028809,,,,,,,,,,,10.479999542236328,,,,,,,,,,,10.720000267028809,,,,,,,,,,,23400,,,,,,,
2017-04-19,,,,,10.449999809265137,,,,,,,,,,,10.6899995803833,,,,,,,,,,,10.350000381469727,,,,,,,,,,,10.649999618530273,,,,,,,,,,,8700,,,,,,,
2017-04-20,,,,,10.550000190734863,,,,,,,,,,,10.600000381469727,,,,,,,,,,,10.449999809265137,,,,,,,,,,,10.449999809265137,,,,,,,,,,,8500,,,,,,,
2017-04-21,,,,,10.59000015258789,,,,,,,,,,,10.600000381469727,,,,,,,,,,,10.399999618530273,,,,,,,,,,,10.600000381469727,,,,,,,,,,,11300,,,,,,,
2017-04-24,,,,,10.59000015258789,,,,,,,,,,,10.600000381469727,,,,,,,,,,,10.460000038146973,,,,,,,,,,,10.600000381469727,,,,,,,,,,,5000,,,,,,,
2017-04-25,,,,,10.59000015258789,,,,,,,,,,,10.600000381469727,,,,,,,,,,,10.550000190734863,,,,,,,,,,,10.59000015258789,,,,,,,,,,,13700,,,,,,,
2017-04-26,,,,,10.260000228881836,,,,,,,,,,,10.5,,,,,,,,,,,10.170000076293945,,,,,,,,,,,10.5,,,,,,,,,,,28200,,,,,,,
2017-04-27,,,,,10.069999694824219,,,,,,,,,,,10.262999534606934,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,,,,,,,,,16800,,,,,,,
