Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AGGS,ARBK,ARBKL,ARCC,ARCO,ARDC,AREC,AREN,ARES,ARGD,CGCP,CGGO,CGMU,AGGS,ARBK,ARBKL,ARCC,ARCO,ARDC,AREC,AREN,ARES,ARGD,CGCP,CGGO,CGMU,AGGS,ARBK,ARBKL,ARCC,ARCO,ARDC,AREC,AREN,ARES,ARGD,CGCP,CGGO,CGMU,AGGS,ARBK,ARBKL,ARCC,ARCO,ARDC,AREC,AREN,ARES,ARGD,CGCP,CGGO,CGMU,AGGS,ARBK,ARBKL,ARCC,ARCO,ARDC,AREC,AREN,ARES,ARGD,CGCP,CGGO,CGMU
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-05,,,,1.7841567993164062,,,,,,,,,,,,,1.8043502135145302,,,,,,,,,,,,,1.7794052744667446,,,,,,,,,,,,,1.7817810368915754,,,,,,,,,,,,,4235200.0,,,,,,,,,
2004-10-06,,,,1.7817816734313965,,,,,,,,,,,,,1.7936602632339902,,,,,,,,,,,,,1.7817816734313965,,,,,,,,,,,,,1.7936602632339902,,,,,,,,,,,,,539600.0,,,,,,,,,
2004-10-07,,,,1.7995994091033936,,,,,,,,,,,,,1.8055387038867055,,,,,,,,,,,,,1.781781638036083,,,,,,,,,,,,,1.781781638036083,,,,,,,,,,,,,798200.0,,,,,,,,,
2004-10-08,,,,1.8174169063568115,,,,,,,,,,,,,1.8292953801107819,,,,,,,,,,,,,1.8055383193202394,,,,,,,,,,,,,1.8055383193202394,,,,,,,,,,,,,465800.0,,,,,,,,,
2004-10-11,,,,1.8233565092086792,,,,,,,,,,,,,1.8292956904519495,,,,,,,,,,,,,1.8114779201568971,,,,,,,,,,,,,1.8174172146827883,,,,,,,,,,,,,201800.0,,,,,,,,,
2004-10-12,,,,1.8114776611328125,,,,,,,,,,,,,1.8399861348415036,,,,,,,,,,,,,1.805538367456184,,,,,,,,,,,,,1.817416954809441,,,,,,,,,,,,,149000.0,,,,,,,,,
2004-10-13,,,,1.8174169063568115,,,,,,,,,,,,,1.831671142831137,,,,,,,,,,,,,1.8114776128385255,,,,,,,,,,,,,1.825731849312851,,,,,,,,,,,,,71300.0,,,,,,,,,
2004-10-14,,,,1.7948477268218994,,,,,,,,,,,,,1.8233563148508232,,,,,,,,,,,,,1.7936599586694262,,,,,,,,,,,,,1.8186049023931041,,,,,,,,,,,,,107500.0,,,,,,,,,
2004-10-15,,,,1.7995994091033936,,,,,,,,,,,,,1.804350822273518,,,,,,,,,,,,,1.781781638036083,,,,,,,,,,,,,1.7995994091033936,,,,,,,,,,,,,185100.0,,,,,,,,,
2004-10-18,,,,1.8245445489883423,,,,,,,,,,,,,1.828108194203736,,,,,,,,,,,,,1.7877211213570408,,,,,,,,,,,,,1.8091024262362154,,,,,,,,,,,,,108900.0,,,,,,,,,
2004-10-19,,,,1.8233565092086792,,,,,,,,,,,,,1.8352349849778404,,,,,,,,,,,,,1.799599331105115,,,,,,,,,,,,,1.799599331105115,,,,,,,,,,,,,221700.0,,,,,,,,,
2004-10-20,,,,1.8269203901290894,,,,,,,,,,,,,1.8411746317487105,,,,,,,,,,,,,1.8174175623826752,,,,,,,,,,,,,1.8174175623826752,,,,,,,,,,,,,85000.0,,,,,,,,,
2004-10-21,,,,1.8174169063568115,,,,,,,,,,,,,1.8292953801107819,,,,,,,,,,,,,1.8114776128385255,,,,,,,,,,,,,1.8292953801107819,,,,,,,,,,,,,65900.0,,,,,,,,,
2004-10-22,,,,1.810289740562439,,,,,,,,,,,,,1.8281076212067076,,,,,,,,,,,,,1.810289740562439,,,,,,,,,,,,,1.8162290341105285,,,,,,,,,,,,,15000.0,,,,,,,,,
2004-10-25,,,,1.8055386543273926,,,,,,,,,,,,,1.8221686566076727,,,,,,,,,,,,,1.7984115914091456,,,,,,,,,,,,,1.8102900673670979,,,,,,,,,,,,,7700.0,,,,,,,,,
2004-10-26,,,,1.7936595678329468,,,,,,,,,,,,,1.8007866283252425,,,,,,,,,,,,,1.7829688638119194,,,,,,,,,,,,,1.8007866283252425,,,,,,,,,,,,,59500.0,,,,,,,,,
2004-10-27,,,,1.8055386543273926,,,,,,,,,,,,,1.8055386543273926,,,,,,,,,,,,,1.7817815891288655,,,,,,,,,,,,,1.7912844152082763,,,,,,,,,,,,,53900.0,,,,,,,,,
2004-10-28,,,,1.7995994091033936,,,,,,,,,,,,,1.7995994091033936,,,,,,,,,,,,,1.7865330512062074,,,,,,,,,,,,,1.7936602276027072,,,,,,,,,,,,,188800.0,,,,,,,,,
2004-10-29,,,,1.7995994091033936,,,,,,,,,,,,,1.8055387038867055,,,,,,,,,,,,,1.7995994091033936,,,,,,,,,,,,,1.7995994091033936,,,,,,,,,,,,,31200.0,,,,,,,,,
2004-11-01,,,,1.7995994091033936,,,,,,,,,,,,,1.8055387038867055,,,,,,,,,,,,,1.7900965827631443,,,,,,,,,,,,,1.7995994091033936,,,,,,,,,,,,,35800.0,,,,,,,,,
2004-11-02,,,,1.8114776611328125,,,,,,,,,,,,,1.817416954809441,,,,,,,,,,,,,1.7995990737795555,,,,,,,,,,,,,1.7995990737795555,,,,,,,,,,,,,44600.0,,,,,,,,,
2004-11-03,,,,1.8174169063568115,,,,,,,,,,,,,1.8233561998750976,,,,,,,,,,,,,1.8114776128385255,,,,,,,,,,,,,1.816229024996634,,,,,,,,,,,,,40900.0,,,,,,,,,
2004-11-04,,,,1.8174169063568115,,,,,,,,,,,,,1.8292953801107819,,,,,,,,,,,,,1.8079140820405946,,,,,,,,,,,,,1.8292953801107819,,,,,,,,,,,,,36900.0,,,,,,,,,
2004-11-05,,,,1.8292951583862305,,,,,,,,,,,,,1.8554279787296304,,,,,,,,,,,,,1.8055381004752251,,,,,,,,,,,,,1.8292951583862305,,,,,,,,,,,,,116800.0,,,,,,,,,
2004-11-08,,,,1.7960360050201416,,,,,,,,,,,,,1.8174174224445614,,,,,,,,,,,,,1.7936603549077805,,,,,,,,,,,,,1.8174174224445614,,,,,,,,,,,,,28100.0,,,,,,,,,
2004-11-09,,,,1.7936595678329468,,,,,,,,,,,,,1.8043501585713904,,,,,,,,,,,,,1.7936595678329468,,,,,,,,,,,,,1.7948473357266068,,,,,,,,,,,,,49900.0,,,,,,,,,
2004-11-10,,,,1.8079137802124023,,,,,,,,,,,,,1.822168014307007,,,,,,,,,,,,,1.7948473139970775,,,,,,,,,,,,,1.8055380178886768,,,,,,,,,,,,,44900.0,,,,,,,,,
2004-11-11,,,,1.8186053037643433,,,,,,,,,,,,,1.8352351943953191,,,,,,,,,,,,,1.7877210593316257,,,,,,,,,,,,,1.7877210593316257,,,,,,,,,,,,,58400.0,,,,,,,,,
2004-11-12,,,,1.8126652240753174,,,,,,,,,,,,,1.853052278042061,,,,,,,,,,,,,1.811477342892158,,,,,,,,,,,,,1.811477342892158,,,,,,,,,,,,,30700.0,,,,,,,,,
2004-11-15,,,,1.9005663394927979,,,,,,,,,,,,,1.9599590376019478,,,,,,,,,,,,,1.841173641383648,,,,,,,,,,,,,1.841173641383648,,,,,,,,,,,,,131100.0,,,,,,,,,
2004-11-16,,,,1.927888035774231,,,,,,,,,,,,,2.0490492640225386,,,,,,,,,,,,,1.9005674332962676,,,,,,,,,,,,,1.9480815738156156,,,,,,,,,,,,,227100.0,,,,,,,,,
2004-11-17,,,,1.9896544218063354,,,,,,,,,,,,,1.9896544218063354,,,,,,,,,,,,,1.9362009288034274,,,,,,,,,,,,,1.9896544218063354,,,,,,,,,,,,,120900.0,,,,,,,,,
2004-11-18,,,,2.0015347003936768,,,,,,,,,,,,,2.0312310602613417,,,,,,,,,,,,,1.9789654034559825,,,,,,,,,,,,,2.0312310602613417,,,,,,,,,,,,,281600.0,,,,,,,,,
2004-11-19,,,,2.060926914215088,,,,,,,,,,,,,2.096562446682419,,,,,,,,,,,,,1.9896556227152353,,,,,,,,,,,,,2.0193519752930746,,,,,,,,,,,,,650200.0,,,,,,,,,
2004-11-22,,,,2.1167550086975098,,,,,,,,,,,,,2.126257828119521,,,,,,,,,,,,,2.0680530308390663,,,,,,,,,,,,,2.102500892847036,,,,,,,,,,,,,422700.0,,,,,,,,,
2004-11-23,,,,2.1250710487365723,,,,,,,,,,,,,2.16189469132599,,,,,,,,,,,,,2.0846839886202586,,,,,,,,,,,,,2.1310104555567384,,,,,,,,,,,,,638100.0,,,,,,,,,
2004-11-24,,,,2.114379644393921,,,,,,,,,,,,,2.193965856965705,,,,,,,,,,,,,2.1108162280444462,,,,,,,,,,,,,2.150015393844571,,,,,,,,,,,,,296500.0,,,,,,,,,
