Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ALRM,ALRS,ALT,ALTI,ALTL,ALTO,ALTR,ALTY,ALUR,ALRM,ALRS,ALT,ALTI,ALTL,ALTO,ALTR,ALTY,ALUR,ALRM,ALRS,ALT,ALTI,ALTL,ALTO,ALTR,ALTY,ALUR,ALRM,ALRS,ALT,ALTI,ALTL,ALTO,ALTR,ALTY,ALUR,ALRM,ALRS,ALT,ALTI,ALTL,ALTO,ALTR,ALTY,ALUR
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-20,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-21,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-24,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-25,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-26,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-27,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-28,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
2003-03-31,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,2.6997721195220947,,,,,,,,,0,,,,,,,
