Price,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2025-01-31,,,,,26.10099983215332,,,26.110000610351562,,,26.10099983215332,,,26.110000610351562,,,200
2025-02-03,,,,,25.951000213623047,,,25.951000213623047,,,25.951000213623047,,,25.951000213623047,,,100
2025-02-04,,,,,26.14699935913086,,,26.14699935913086,,,26.110000610351562,,,26.110000610351562,,,100
2025-02-05,,,,,26.256000518798828,,,26.256000518798828,,,26.100000381469727,,,26.110000610351562,,,37600
2025-02-06,,,,,26.393999099731445,,,26.393999099731445,,,26.393999099731445,,,26.393999099731445,,,100
2025-02-07,,,,,26.104999542236328,,,26.104999542236328,,,26.104999542236328,,,26.104999542236328,,,100
2025-02-10,,,,,26.239999771118164,,,26.239999771118164,,,26.229999542236328,,,26.229999542236328,,,306700
2025-02-11,,,,,26.2549991607666,,,26.2549991607666,,,26.18000030517578,,,26.18000030517578,,,300
2025-02-12,,,,,26.18000030517578,,,26.209999084472656,,,26.020000457763672,,,26.020000457763672,,,1000
2025-02-13,,,,,26.551000595092773,,,26.551000595092773,,,25.68000030517578,,,26.450000762939453,,,1300
2025-02-14,,,,,26.597999572753906,,,26.597999572753906,,,26.597999572753906,,,26.597999572753906,,,100
2025-02-18,,,,,26.650999069213867,,,26.650999069213867,,,26.600000381469727,,,26.600000381469727,,,804700
2025-02-19,,,,,26.665000915527344,,,26.665000915527344,,,26.665000915527344,,,26.665000915527344,,,100
2025-02-20,,,,,26.559999465942383,,,26.670000076293945,,,26.479999542236328,,,26.670000076293945,,,6300
2025-02-21,,,,,26.159000396728516,,,26.540000915527344,,,26.159000396728516,,,26.540000915527344,,,3900
2025-02-24,,,,,26.03499984741211,,,26.20400047302246,,,26.03499984741211,,,26.20400047302246,,,2000
2025-02-25,,,,,25.9950008392334,,,25.9950008392334,,,25.9950008392334,,,25.9950008392334,,,300
2025-02-26,,,,,26.062000274658203,,,26.062000274658203,,,26.020000457763672,,,26.020000457763672,,,1400
2025-02-27,,,,,25.729999542236328,,,26.040000915527344,,,25.729999542236328,,,26.040000915527344,,,500
2025-02-28,,,,,25.964000701904297,,,25.964000701904297,,,25.600000381469727,,,25.600000381469727,,,300
2025-03-03,,,,,25.659000396728516,,,26.020000457763672,,,25.6200008392334,,,26.020000457763672,,,2800
2025-03-04,,,,,25.488000869750977,,,25.488000869750977,,,25.43000030517578,,,25.43000030517578,,,400
2025-03-05,,,,,26.011999130249023,,,26.011999130249023,,,25.639999389648438,,,25.729999542236328,,,11900
2025-03-06,,,,,25.667999267578125,,,25.667999267578125,,,25.649999618530273,,,25.649999618530273,,,22700
2025-03-07,,,,,25.768999099731445,,,25.768999099731445,,,25.768999099731445,,,25.768999099731445,,,300
2025-03-10,,,,,25.040000915527344,,,25.18000030517578,,,24.950000762939453,,,25.170000076293945,,,8400
2025-03-11,,,,,25.02199935913086,,,25.125,,,24.889999389648438,,,25.049999237060547,,,1400
2025-03-12,,,,,25.22100067138672,,,25.341999053955078,,,25.0,,,25.341999053955078,,,400
2025-03-13,,,,,24.964000701904297,,,24.964000701904297,,,24.90999984741211,,,24.90999984741211,,,200
2025-03-14,,,,,25.517000198364258,,,25.517000198364258,,,25.40999984741211,,,25.40999984741211,,,64400
2025-03-17,,,,,25.79800033569336,,,25.79800033569336,,,25.670000076293945,,,25.670000076293945,,,200
2025-03-18,,,,,25.60300064086914,,,25.60300064086914,,,25.479999542236328,,,25.479999542236328,,,1400
2025-03-19,,,,,25.89299964904785,,,25.950000762939453,,,25.690000534057617,,,25.75,,,6400
2025-03-20,,,,,25.832399368286133,,,25.869199752807617,,,25.832399368286133,,,25.8799991607666,,,2158
